name,submissions,placements,time_to_first_submission,requirements_submitted_to,submissions_to_interview_number,interview_to_offer_number
Recruiter_9652,48,14,3.59,12,2.03,3.24
Recruiter_9653,54,12,11.49,96,1.33,3.6
Recruiter_9654,47,11,7.85,97,1.64,1.49
Recruiter_9655,58,11,5.57,72,2.29,3.87
Recruiter_9656,65,7,0.11,98,1.32,3.1
Recruiter_9657,45,4,38.66,31,0.91,2.64
Recruiter_9658,47,9,1.84,79,2.97,2.59
Recruiter_9659,43,13,15.53,95,1.41,1.61
Recruiter_9660,46,6,1.74,82,1.55,1.48
Recruiter_9661,37,12,10.5,94,2.6,4.01
Recruiter_9662,51,5,4.92,33,2.93,1.6
Recruiter_9663,44,11,5.39,95,2.03,3.27
Recruiter_9664,51,15,11.36,77,2.7,4.57
Recruiter_9665,49,5,2.48,51,1.92,3.08
Recruiter_9666,56,16,1.96,21,0.94,3.01
Recruiter_9667,49,3,2.11,52,2.83,2.03
Recruiter_9668,46,4,1.9,21,1.71,3.74
Recruiter_9669,57,11,13.72,56,2.66,4.92
Recruiter_9670,47,7,5.71,89,0.76,4.75
Recruiter_9671,40,6,4.26,10,2.12,2.98
Recruiter_9672,58,8,4.3,43,0.56,2.04
Recruiter_9673,51,17,4.18,12,2.09,4.67
Recruiter_9674,56,7,31.07,92,2.78,2.78
Recruiter_9675,53,10,14.57,54,2.82,4.32
Recruiter_9676,60,8,7.71,93,2.08,1.78
Recruiter_9677,49,9,2.31,76,0.97,1.12
Recruiter_9678,54,13,11.33,47,1.47,2.37
Recruiter_9679,47,4,14.94,69,1.52,3.79
Recruiter_9680,53,13,0.51,81,0.59,4.58
Recruiter_9681,47,15,9.59,46,2.66,1.85
Recruiter_9682,51,12,5.34,86,0.71,4.38
Recruiter_9683,57,10,0.3,12,1.1,1.33
Recruiter_9684,44,11,7.55,23,1.04,1.73
Recruiter_9685,56,9,11.11,16,0.58,2.66
Recruiter_9686,42,8,9.89,62,0.79,3.45
Recruiter_9687,61,12,1.65,75,2.76,4.51
Recruiter_9688,58,11,10.02,43,1.26,1.53
Recruiter_9689,60,7,2.17,13,1.68,1.64
Recruiter_9690,45,8,3.45,52,1.22,4.61
Recruiter_9691,57,11,17.92,35,2.01,3.25
Recruiter_9692,61,7,1.49,37,2.42,3.57
Recruiter_9693,56,9,7.0,61,1.0,4.97
Recruiter_9694,46,6,7.18,50,1.53,4.82
Recruiter_9695,44,10,1.9,71,2.21,2.96
Recruiter_9696,49,12,7.21,96,2.79,3.35
Recruiter_9697,56,8,46.92,24,1.35,4.59
Recruiter_9698,49,13,8.13,24,2.7,4.11
Recruiter_9699,50,6,2.0,89,1.15,2.38
Recruiter_9700,38,8,7.57,88,2.37,1.87
Recruiter_9701,48,11,8.23,43,2.48,4.92
Recruiter_9702,55,8,0.8,11,2.08,2.51
Recruiter_9703,40,6,3.29,84,2.7,3.1
Recruiter_9704,43,16,12.95,86,2.06,2.08
Recruiter_9705,48,9,14.51,13,1.83,2.09
Recruiter_9706,51,8,14.49,80,0.85,4.09
Recruiter_9707,48,9,22.58,45,2.85,3.41
Recruiter_9708,44,13,4.48,48,0.52,1.87
Recruiter_9709,52,9,1.89,45,2.41,1.46
Recruiter_9710,41,20,21.78,91,2.94,4.2
Recruiter_9711,35,6,5.38,18,1.16,2.09
Recruiter_9712,45,10,1.52,15,1.54,4.22
Recruiter_9713,54,11,6.58,91,2.63,4.77
Recruiter_9714,56,6,6.86,39,1.11,4.29
Recruiter_9715,58,20,16.76,86,2.59,4.12
Recruiter_9716,45,17,0.91,98,0.97,4.61
Recruiter_9717,34,3,6.41,10,2.27,3.48
Recruiter_9718,43,4,3.38,53,3.0,4.16
Recruiter_9719,48,15,2.63,37,1.44,4.25
Recruiter_9720,45,8,6.65,61,0.55,1.54
Recruiter_9721,45,4,6.82,37,1.13,3.64
Recruiter_9722,55,9,7.88,64,2.46,4.45
Recruiter_9723,50,7,2.16,51,0.86,3.79
Recruiter_9724,43,17,7.86,30,1.08,3.39
Recruiter_9725,44,9,11.35,88,2.42,2.1
Recruiter_9726,50,10,5.77,82,0.75,4.62
Recruiter_9727,57,5,1.8,67,2.51,1.33
Recruiter_9728,36,7,12.48,51,2.42,4.0
Recruiter_9729,42,6,10.37,12,1.46,1.16
Recruiter_9730,38,19,1.59,91,1.78,4.01
Recruiter_9731,53,6,11.17,73,2.84,4.42
Recruiter_9732,51,15,4.46,29,1.14,1.25
Recruiter_9733,54,8,2.77,64,2.13,1.49
Recruiter_9734,50,14,7.95,49,2.97,2.17
Recruiter_9735,59,9,2.43,46,1.81,4.01
Recruiter_9736,51,15,24.38,71,2.04,3.96
Recruiter_9737,51,8,1.22,48,2.65,3.01
Recruiter_9738,44,12,13.11,32,0.78,2.42
Recruiter_9739,44,7,4.09,53,0.88,4.03
Recruiter_9740,54,19,8.4,63,2.16,2.99
Recruiter_9741,53,7,28.01,35,2.75,2.02
Recruiter_9742,49,11,3.37,80,1.95,4.59
Recruiter_9743,43,7,1.72,99,2.52,3.77
Recruiter_9744,39,10,9.38,24,1.29,4.17
Recruiter_9745,55,14,40.48,56,2.73,1.76
Recruiter_9746,42,12,4.22,38,2.07,3.44
Recruiter_9747,41,10,13.67,14,1.98,4.38
Recruiter_9748,54,11,1.49,56,2.78,1.0
Recruiter_9749,57,7,5.81,34,2.22,3.6
Recruiter_9750,37,10,7.16,13,0.74,4.17
Recruiter_9751,40,12,9.68,14,2.88,2.13
Recruiter_9752,52,9,10.14,50,2.92,1.44
Recruiter_9753,56,11,23.15,30,1.9,3.91
Recruiter_9754,44,11,5.96,36,0.64,3.68
Recruiter_9755,55,13,1.26,90,2.48,1.48
Recruiter_9756,43,3,1.26,33,1.08,3.6
Recruiter_9757,54,17,18.49,46,2.55,4.97
Recruiter_9758,48,2,14.85,85,2.5,3.27
Recruiter_9759,46,4,12.64,77,1.91,1.06
Recruiter_9760,49,8,1.72,31,2.44,1.75
Recruiter_9761,48,12,8.64,55,1.5,3.6
Recruiter_9762,51,8,8.87,11,1.47,2.38
Recruiter_9763,49,11,0.03,77,2.29,3.49
Recruiter_9764,51,11,20.81,42,0.71,3.56
Recruiter_9765,43,13,1.08,94,1.81,1.52
Recruiter_9766,52,8,4.99,59,1.79,2.53
Recruiter_9767,48,11,0.59,36,2.49,4.0
Recruiter_9768,61,9,18.63,74,0.74,2.13
Recruiter_9769,62,8,8.59,16,1.56,2.81
Recruiter_9770,56,5,7.86,43,2.52,3.58
Recruiter_9771,53,7,4.32,94,0.55,1.9
Recruiter_9772,58,13,13.19,26,1.24,3.98
Recruiter_9773,52,11,3.77,70,1.8,2.88
Recruiter_9774,47,4,1.04,75,1.52,2.77
Recruiter_9775,47,13,6.76,12,1.7,1.2
Recruiter_9776,54,15,7.24,68,1.33,3.05
Recruiter_9777,47,12,9.52,47,1.57,3.36
Recruiter_9778,48,8,2.43,98,0.76,3.81
Recruiter_9779,34,11,1.61,32,1.27,3.08
Recruiter_9780,61,7,9.19,89,0.72,1.47
Recruiter_9781,42,15,5.92,73,2.9,1.16
Recruiter_9782,53,16,8.54,73,0.62,1.45
Recruiter_9783,45,11,0.84,78,1.81,4.19
Recruiter_9784,57,13,2.92,82,1.94,2.22
Recruiter_9785,51,10,7.09,70,0.72,4.27
Recruiter_9786,45,11,0.6,84,1.35,3.17
Recruiter_9787,47,11,0.04,32,0.62,1.2
Recruiter_9788,56,11,1.31,20,0.99,3.16
Recruiter_9789,51,10,5.11,93,2.89,3.89
Recruiter_9790,56,10,19.51,33,1.1,1.77
Recruiter_9791,50,13,5.74,59,2.83,1.95
Recruiter_9792,59,11,1.29,48,1.64,3.97
Recruiter_9793,44,10,6.17,16,1.57,1.32
Recruiter_9794,52,8,14.44,21,2.52,1.68
Recruiter_9795,31,10,12.74,41,2.27,3.39
Recruiter_9796,56,7,17.39,40,2.63,4.21
Recruiter_9797,48,11,7.17,79,2.53,4.1
Recruiter_9798,45,15,4.83,81,0.69,1.63
Recruiter_9799,52,11,5.36,18,2.87,5.0
Recruiter_9800,58,6,1.19,12,2.29,2.28
Recruiter_9801,64,5,1.15,48,1.89,4.34
Recruiter_9802,53,12,0.78,68,2.51,2.51
Recruiter_9803,45,11,4.25,43,1.66,2.89
Recruiter_9804,52,6,1.62,31,0.63,3.77
Recruiter_9805,52,17,1.11,54,2.27,1.01
Recruiter_9806,56,17,1.89,54,1.17,4.97
Recruiter_9807,59,12,11.31,53,1.96,2.87
Recruiter_9808,53,10,21.53,59,1.19,4.38
Recruiter_9809,45,15,1.48,75,2.15,2.18
Recruiter_9810,51,10,11.6,52,1.17,4.57
Recruiter_9811,41,14,3.46,42,2.82,1.93
Recruiter_9812,46,14,2.08,21,3.0,3.07
Recruiter_9813,48,11,0.61,70,2.58,2.44
Recruiter_9814,34,7,0.46,14,2.51,1.02
Recruiter_9815,48,14,0.31,51,0.57,3.89
Recruiter_9816,61,7,10.55,87,2.99,4.77
Recruiter_9817,56,15,21.04,64,1.2,1.39
Recruiter_9818,57,11,0.3,11,1.0,2.76
Recruiter_9819,41,6,21.43,76,1.26,3.9
Recruiter_9820,41,5,1.54,96,2.42,2.04
Recruiter_9821,48,10,20.51,96,2.3,4.3
Recruiter_9822,46,14,1.36,66,1.91,3.76
Recruiter_9823,58,6,3.53,42,2.93,5.0
Recruiter_9824,49,7,0.37,89,1.98,4.89
Recruiter_9825,47,9,1.61,55,2.49,3.77
Recruiter_9826,45,8,4.79,94,1.1,2.2
Recruiter_9827,55,9,1.62,14,1.59,3.35
Recruiter_9828,34,7,0.68,30,1.54,2.32
Recruiter_9829,55,10,4.35,71,0.94,4.7
Recruiter_9830,62,10,39.17,63,1.97,4.69
Recruiter_9831,67,11,1.53,66,2.32,2.97
Recruiter_9832,53,13,16.89,18,1.03,1.2
Recruiter_9833,53,6,6.62,60,1.36,1.27
Recruiter_9834,53,10,11.57,31,0.73,4.23
Recruiter_9835,40,12,30.74,41,1.05,1.36
Recruiter_9836,58,11,1.04,51,2.85,3.36
Recruiter_9837,52,12,8.53,39,0.88,3.75
Recruiter_9838,43,12,5.25,30,2.35,2.98
Recruiter_9839,41,7,3.12,98,2.97,1.92
Recruiter_9840,50,17,8.28,32,1.03,1.75
Recruiter_9841,45,11,11.98,54,1.64,3.81
Recruiter_9842,55,4,16.7,55,1.2,2.39
Recruiter_9843,42,13,15.17,38,1.74,1.25
Recruiter_9844,54,10,21.15,91,1.63,2.05
Recruiter_9845,58,13,5.04,35,0.81,4.98
Recruiter_9846,48,13,0.62,38,1.74,1.9
Recruiter_9847,41,19,4.08,66,1.41,3.87
Recruiter_9848,57,12,5.9,69,1.23,2.13
Recruiter_9849,52,14,0.21,96,1.69,4.37
Recruiter_9850,61,7,16.8,49,1.4,2.26
Recruiter_9851,55,10,24.36,98,1.95,1.27
Recruiter_9852,48,12,6.61,89,0.9,1.9
Recruiter_9853,42,9,1.13,60,0.72,1.92
Recruiter_9854,56,13,2.52,69,2.77,2.99
Recruiter_9855,68,15,29.18,66,0.83,3.49
Recruiter_9856,52,11,4.28,87,2.1,2.76
Recruiter_9857,47,8,0.94,82,2.0,4.5
Recruiter_9858,56,17,12.45,41,1.85,2.03
Recruiter_9859,67,12,4.34,50,2.91,3.89
Recruiter_9860,53,8,4.64,58,2.34,3.27
Recruiter_9861,52,10,6.49,56,0.57,2.82
Recruiter_9862,59,12,7.02,56,2.75,3.95
Recruiter_9863,37,14,12.55,22,0.86,2.6
Recruiter_9864,54,15,6.89,55,2.94,2.48
Recruiter_9865,45,8,2.76,29,1.08,3.92
Recruiter_9866,47,4,3.59,40,0.59,3.45
Recruiter_9867,52,7,5.66,40,1.56,1.79
Recruiter_9868,42,9,4.06,87,2.64,1.25
Recruiter_9869,36,5,1.2,51,0.6,3.41
Recruiter_9870,41,9,2.4,58,1.98,3.33
Recruiter_9871,46,11,9.53,48,1.45,2.88
Recruiter_9872,59,9,0.03,61,2.45,3.88
Recruiter_9873,49,21,2.12,89,1.67,4.34
Recruiter_9874,41,10,1.57,74,1.15,1.56
Recruiter_9875,48,2,0.13,21,2.19,2.01
Recruiter_9876,50,12,7.89,22,2.76,1.24
Recruiter_9877,53,14,9.84,97,1.21,1.07
Recruiter_9878,53,8,18.91,54,2.84,1.02
Recruiter_9879,57,7,4.91,99,2.08,3.24
Recruiter_9880,48,9,1.81,56,1.19,4.43
Recruiter_9881,57,17,1.1,36,2.12,4.6
Recruiter_9882,42,11,1.46,42,2.29,1.77
Recruiter_9883,47,12,2.75,11,1.69,1.13
Recruiter_9884,52,9,0.75,11,2.25,3.88
Recruiter_9885,39,8,12.92,59,0.59,3.45
Recruiter_9886,51,13,12.28,81,1.31,4.58
Recruiter_9887,45,10,0.93,48,1.27,3.6
Recruiter_9888,45,15,7.56,20,2.21,3.09
Recruiter_9889,52,12,0.2,54,0.65,1.62
Recruiter_9890,39,15,3.23,97,2.67,3.18
Recruiter_9891,48,8,1.93,46,0.7,2.59
Recruiter_9892,52,8,13.23,12,1.23,2.57
Recruiter_9893,48,7,2.06,19,2.25,3.43
Recruiter_9894,47,13,5.55,93,0.64,2.01
Recruiter_9895,51,10,7.49,36,1.47,1.5
Recruiter_9896,51,9,0.34,24,1.7,3.19
Recruiter_9897,48,6,30.78,89,2.47,2.4
Recruiter_9898,51,13,2.56,57,1.21,2.6
Recruiter_9899,59,6,4.56,76,1.97,1.91
Recruiter_9900,48,4,2.63,23,0.53,2.9
Recruiter_9901,50,15,15.23,61,1.04,2.11
Recruiter_9902,40,8,4.14,87,2.89,2.23
Recruiter_9903,47,14,9.38,14,1.41,2.65
Recruiter_9904,49,4,3.73,27,0.5,2.85
Recruiter_9905,37,8,1.55,79,1.31,4.02
Recruiter_9906,55,7,13.47,43,0.81,2.62
Recruiter_9907,60,8,15.47,72,1.53,3.75
Recruiter_9908,52,10,1.13,62,0.92,1.23
Recruiter_9909,44,9,0.42,26,0.51,2.7
Recruiter_9910,47,8,1.6,86,2.15,3.59
Recruiter_9911,50,7,17.21,48,2.67,4.7
Recruiter_9912,51,14,2.47,97,0.93,4.66
Recruiter_9913,39,7,3.5,45,2.86,3.11
Recruiter_9914,54,14,1.45,72,2.94,3.3
Recruiter_9915,57,11,4.41,42,2.71,1.96
Recruiter_9916,49,9,1.33,66,2.74,4.0
Recruiter_9917,50,10,24.0,46,2.03,2.71
Recruiter_9918,49,13,1.22,64,2.67,2.84
Recruiter_9919,54,6,4.99,18,2.04,3.37
Recruiter_9920,48,10,5.51,75,0.71,3.34
Recruiter_9921,53,14,33.97,57,1.53,4.49
Recruiter_9922,44,8,2.51,35,2.77,1.62
Recruiter_9923,43,11,11.11,60,2.73,1.31
Recruiter_9924,52,14,16.48,66,1.87,3.36
Recruiter_9925,44,9,8.88,49,1.4,2.85
Recruiter_9926,68,9,18.5,64,1.76,4.71
Recruiter_9927,52,16,0.72,17,1.93,4.4
Recruiter_9928,46,6,2.38,21,0.57,4.93
Recruiter_9929,39,10,30.36,65,2.48,4.46
Recruiter_9930,42,16,6.06,36,0.78,2.35
Recruiter_9931,64,12,1.92,87,2.83,1.4
Recruiter_9932,44,14,5.92,29,1.75,3.33
Recruiter_9933,58,12,1.82,71,1.64,1.87
Recruiter_9934,60,7,8.19,33,1.69,2.59
Recruiter_9935,42,15,7.66,20,0.74,3.24
Recruiter_9936,51,9,15.3,81,1.34,2.0
Recruiter_9937,51,10,0.14,12,0.51,1.54
Recruiter_9938,43,8,3.77,45,1.57,3.6
Recruiter_9939,58,4,4.35,63,2.77,4.59
Recruiter_9940,54,12,9.69,86,2.42,2.38
Recruiter_9941,55,11,7.34,42,1.76,1.09
Recruiter_9942,47,7,2.58,13,1.03,4.66
Recruiter_9943,52,13,1.86,10,1.5,3.02
Recruiter_9944,47,16,42.85,38,1.51,2.37
Recruiter_9945,46,9,26.78,59,0.66,1.27
Recruiter_9946,48,11,2.56,40,0.55,3.64
Recruiter_9947,58,8,3.11,46,2.2,2.45
Recruiter_9948,56,12,7.1,84,1.6,4.75
Recruiter_9949,41,12,17.27,70,2.65,1.66
Recruiter_9950,58,10,4.7,67,2.76,1.26
Recruiter_9951,56,10,7.09,29,2.47,4.37
Recruiter_9952,53,11,9.33,53,0.82,2.75
Recruiter_9953,48,12,9.85,88,1.22,3.65
Recruiter_9954,49,6,6.75,61,2.57,2.95
Recruiter_9955,54,10,4.8,57,1.53,1.74
Recruiter_9956,45,8,0.54,24,2.66,4.45
Recruiter_9957,57,5,8.46,68,1.39,2.08
Recruiter_9958,61,10,11.23,58,1.35,3.62
Recruiter_9959,36,11,3.36,60,1.93,1.44
Recruiter_9960,49,9,2.43,15,2.46,3.46
Recruiter_9961,50,9,5.54,55,1.89,3.27
Recruiter_9962,53,8,10.13,22,0.81,3.2
Recruiter_9963,48,10,1.06,18,1.09,2.87
Recruiter_9964,61,4,6.69,32,2.21,1.53
Recruiter_9965,51,7,12.18,25,0.59,3.11
Recruiter_9966,46,9,22.1,65,2.52,2.12
Recruiter_9967,47,15,1.11,73,2.59,4.17
Recruiter_9968,41,10,0.76,87,1.19,1.32
Recruiter_9969,40,9,40.21,49,1.1,3.48
Recruiter_9970,50,9,4.38,60,2.13,3.46
Recruiter_9971,53,11,10.8,32,2.95,2.02
Recruiter_9972,52,14,7.44,17,1.11,1.37
Recruiter_9973,54,15,22.73,33,2.74,3.64
Recruiter_9974,42,14,7.5,18,2.66,2.8
Recruiter_9975,49,9,7.67,87,1.8,4.58
Recruiter_9976,61,14,1.77,16,2.95,3.48
Recruiter_9977,49,11,3.78,68,1.91,4.4
Recruiter_9978,43,11,9.05,93,1.59,2.77
Recruiter_9979,52,7,0.16,41,0.67,1.72
Recruiter_9980,52,5,2.54,46,0.71,4.04
Recruiter_9981,58,7,16.76,36,0.9,2.46
Recruiter_9982,59,9,3.03,19,1.24,2.57
Recruiter_9983,43,9,0.01,22,2.75,4.85
Recruiter_9984,51,9,2.92,61,1.81,2.05
Recruiter_9985,53,14,2.28,45,2.97,2.27
Recruiter_9986,51,10,10.48,18,2.66,1.24
Recruiter_9987,52,10,0.73,24,2.35,1.79
Recruiter_9988,56,10,1.85,47,2.15,1.84
Recruiter_9989,53,9,0.03,82,2.53,2.83
Recruiter_9990,57,10,4.74,76,1.95,4.23
Recruiter_9991,46,12,20.55,35,1.04,4.44
Recruiter_9992,43,13,0.46,96,1.72,1.7
Recruiter_9993,43,6,2.1,39,2.36,1.92
Recruiter_9994,53,21,2.62,73,2.41,2.5
Recruiter_9995,64,13,14.56,95,2.47,3.74
Recruiter_9996,51,14,7.82,45,0.91,3.24
Recruiter_9997,64,15,1.55,74,0.53,1.05
Recruiter_9998,38,9,0.49,18,1.99,1.42
Recruiter_9999,56,10,1.16,24,2.77,3.21
Recruiter_10000,34,11,13.85,30,1.7,2.76
Recruiter_10001,56,9,0.31,53,1.86,4.41
Recruiter_10002,43,7,9.77,52,1.61,2.87
Recruiter_10003,47,9,10.68,97,1.24,3.2
Recruiter_10004,58,11,13.53,65,2.7,1.54
Recruiter_10005,51,7,7.2,68,0.73,3.57
Recruiter_10006,51,8,1.65,69,0.71,1.78
Recruiter_10007,67,5,0.65,32,0.83,2.45
Recruiter_10008,46,8,5.19,90,1.54,1.81
Recruiter_10009,66,8,13.25,63,0.94,1.11
Recruiter_10010,50,11,20.02,60,2.5,3.57
Recruiter_10011,61,8,1.02,18,0.62,1.56
Recruiter_10012,71,11,5.72,64,0.54,3.01
Recruiter_10013,55,11,3.06,27,2.49,3.3
Recruiter_10014,56,6,0.76,93,1.05,3.41
Recruiter_10015,48,9,12.88,11,2.89,3.8
Recruiter_10016,43,15,5.47,49,1.34,3.22
Recruiter_10017,46,4,14.49,51,2.36,3.12
Recruiter_10018,59,10,4.57,84,1.42,4.73
Recruiter_10019,53,7,8.55,21,2.14,4.01
Recruiter_10020,53,11,12.03,37,2.69,3.38
Recruiter_10021,45,18,15.12,74,2.8,2.01
Recruiter_10022,45,7,0.24,42,1.8,3.07
Recruiter_10023,58,13,2.96,53,0.87,3.58
Recruiter_10024,47,12,2.11,91,2.23,3.15
Recruiter_10025,42,15,2.63,61,2.81,2.52
Recruiter_10026,46,8,1.93,89,1.99,2.83
Recruiter_10027,55,6,0.32,79,0.84,2.6
Recruiter_10028,43,6,2.15,75,2.33,3.73
Recruiter_10029,52,8,8.03,95,1.92,2.08
Recruiter_10030,47,14,1.75,82,1.37,1.96
Recruiter_10031,46,10,10.55,41,2.15,4.31
Recruiter_10032,45,11,11.05,36,1.68,3.53
Recruiter_10033,53,8,5.87,33,2.22,1.55
Recruiter_10034,45,7,8.82,57,2.87,3.43
Recruiter_10035,55,12,10.94,63,1.38,4.83
Recruiter_10036,41,7,5.08,86,1.22,3.17
Recruiter_10037,66,12,11.83,98,1.49,3.08
Recruiter_10038,46,12,3.41,74,0.95,2.52
Recruiter_10039,57,10,11.1,55,2.23,3.65
Recruiter_10040,51,9,0.56,87,1.21,4.43
Recruiter_10041,67,13,11.53,83,1.01,3.7
Recruiter_10042,53,10,3.7,82,1.42,1.45
Recruiter_10043,67,8,3.7,64,2.88,3.39
Recruiter_10044,59,10,1.61,89,0.78,3.92
Recruiter_10045,56,7,4.63,82,0.8,4.66
Recruiter_10046,41,9,15.28,56,0.88,3.69
Recruiter_10047,46,13,4.09,32,1.87,4.34
Recruiter_10048,50,10,11.79,16,1.75,2.73
Recruiter_10049,46,10,9.73,10,0.99,1.3
Recruiter_10050,49,15,0.06,60,0.86,3.98
Recruiter_10051,56,13,4.41,47,1.89,2.98
Recruiter_10052,44,8,1.74,17,0.83,1.16
Recruiter_10053,51,7,4.7,83,2.72,1.68
Recruiter_10054,56,7,7.83,87,2.27,4.83
Recruiter_10055,44,11,6.17,68,1.28,1.37
Recruiter_10056,61,9,0.69,25,2.71,2.73
Recruiter_10057,51,17,4.26,66,1.26,2.58
Recruiter_10058,48,8,0.47,88,0.81,3.33
Recruiter_10059,57,4,5.57,84,2.2,3.51
Recruiter_10060,37,16,0.54,56,1.12,2.6
Recruiter_10061,47,20,2.78,41,1.79,2.57
Recruiter_10062,50,11,2.36,33,1.54,2.25
Recruiter_10063,55,6,4.5,78,1.16,1.98
Recruiter_10064,48,7,4.16,47,2.01,2.45
Recruiter_10065,34,9,6.08,33,2.31,2.76
Recruiter_10066,58,9,16.88,60,1.13,3.4
Recruiter_10067,55,7,10.06,36,1.56,4.39
Recruiter_10068,29,12,5.44,51,2.6,2.48
Recruiter_10069,47,8,4.67,26,1.57,2.54
Recruiter_10070,55,8,5.35,10,1.29,1.73
Recruiter_10071,44,7,3.66,33,2.72,1.13
Recruiter_10072,52,9,10.79,26,1.34,2.18
Recruiter_10073,45,12,1.46,62,2.72,3.06
Recruiter_10074,48,9,5.68,78,2.2,2.39
Recruiter_10075,51,3,7.9,93,0.75,2.04
Recruiter_10076,40,12,4.7,42,2.47,1.78
Recruiter_10077,53,8,8.29,21,2.91,3.68
Recruiter_10078,45,6,6.02,92,2.1,4.9
Recruiter_10079,63,9,21.36,68,0.68,2.52
Recruiter_10080,38,13,2.31,93,0.55,2.78
Recruiter_10081,42,6,6.69,38,1.2,2.32
Recruiter_10082,53,6,2.34,37,2.35,2.85
Recruiter_10083,47,10,7.91,40,1.11,2.26
Recruiter_10084,43,5,8.11,57,2.0,3.13
Recruiter_10085,49,9,1.09,84,1.08,4.14
Recruiter_10086,61,12,9.13,63,0.53,3.99
Recruiter_10087,41,8,8.02,79,0.99,4.87
Recruiter_10088,40,8,1.08,88,0.69,1.68
Recruiter_10089,58,10,33.85,90,1.9,1.83
Recruiter_10090,41,6,14.3,90,2.23,1.73
Recruiter_10091,50,9,2.46,81,1.41,1.32
Recruiter_10092,40,10,4.46,14,2.6,4.5
Recruiter_10093,55,11,2.5,38,1.5,4.66
Recruiter_10094,46,9,1.88,88,1.75,3.08
Recruiter_10095,46,7,3.6,29,2.34,4.86
Recruiter_10096,49,7,16.69,10,2.88,3.26
Recruiter_10097,47,10,6.2,61,0.81,2.75
Recruiter_10098,41,14,5.35,97,1.97,2.72
Recruiter_10099,55,4,0.76,57,1.74,3.33
Recruiter_10100,61,10,4.57,64,1.57,4.49
Recruiter_10101,50,9,0.6,71,1.56,1.3
Recruiter_10102,57,7,8.21,35,1.95,1.49
Recruiter_10103,51,12,18.88,21,2.66,2.48
Recruiter_10104,47,12,7.95,28,0.6,4.89
Recruiter_10105,52,11,3.47,99,2.61,1.79
Recruiter_10106,48,9,2.07,83,0.99,3.93
Recruiter_10107,47,13,6.02,25,2.56,2.23
Recruiter_10108,64,4,5.76,27,1.73,1.31
Recruiter_10109,39,9,14.78,79,1.55,1.79
Recruiter_10110,56,8,3.03,44,0.6,4.54
Recruiter_10111,46,5,0.78,16,1.07,3.13
Recruiter_10112,49,10,3.78,25,0.75,4.8
Recruiter_10113,37,10,1.68,57,0.97,1.83
Recruiter_10114,60,13,0.74,47,0.98,1.73
Recruiter_10115,56,10,2.37,37,0.9,3.54
Recruiter_10116,64,8,1.1,22,1.29,1.28
Recruiter_10117,46,18,7.82,60,1.44,4.07
Recruiter_10118,46,12,14.55,75,0.75,1.11
Recruiter_10119,57,8,4.65,11,1.56,4.59
Recruiter_10120,55,11,25.09,23,2.68,4.16
Recruiter_10121,42,9,18.78,23,0.71,1.17
Recruiter_10122,48,16,2.94,12,0.76,2.34
Recruiter_10123,43,8,0.5,37,1.66,1.57
Recruiter_10124,53,15,2.97,12,2.55,1.18
Recruiter_10125,39,4,6.97,29,1.66,3.19
Recruiter_10126,44,16,7.37,50,2.68,4.51
Recruiter_10127,56,8,0.95,44,0.96,3.73
Recruiter_10128,45,6,16.8,30,1.84,3.8
Recruiter_10129,50,10,8.95,25,0.54,2.91
Recruiter_10130,49,9,1.12,92,1.8,2.71
Recruiter_10131,52,11,16.63,45,1.76,3.99
Recruiter_10132,44,7,4.84,10,2.7,3.53
Recruiter_10133,46,10,20.53,38,2.08,2.07
Recruiter_10134,39,17,8.29,99,1.9,3.31
Recruiter_10135,46,12,3.44,70,1.93,2.05
Recruiter_10136,48,12,0.67,28,2.95,4.5
Recruiter_10137,40,8,3.29,34,1.95,4.39
Recruiter_10138,46,9,0.91,64,2.26,2.95
Recruiter_10139,54,7,0.91,57,1.15,2.36
Recruiter_10140,57,8,0.12,62,2.77,1.63
Recruiter_10141,45,7,1.82,86,2.46,3.54
Recruiter_10142,57,8,7.55,61,2.75,2.7
Recruiter_10143,46,5,16.42,81,1.52,3.39
Recruiter_10144,45,14,2.69,27,2.38,4.38
Recruiter_10145,48,7,1.98,34,1.3,2.59
Recruiter_10146,50,7,8.65,59,2.03,3.8
Recruiter_10147,53,12,1.82,18,2.74,3.75
Recruiter_10148,34,9,10.28,75,2.3,2.39
Recruiter_10149,41,12,1.0,36,0.59,2.67
Recruiter_10150,39,8,0.6,87,2.04,2.68
Recruiter_10151,61,10,10.45,32,1.8,4.23
Recruiter_10152,54,9,8.0,53,0.87,1.24
Recruiter_10153,47,11,2.09,29,1.82,4.61
Recruiter_10154,52,9,6.81,30,0.73,3.16
Recruiter_10155,53,5,12.98,68,2.61,4.96
Recruiter_10156,66,6,13.31,45,1.56,1.2
Recruiter_10157,38,13,1.04,44,1.08,1.63
Recruiter_10158,51,13,8.01,78,2.65,2.16
Recruiter_10159,44,8,1.57,74,2.96,4.47
Recruiter_10160,51,11,7.44,22,1.05,2.13
Recruiter_10161,40,13,16.34,73,1.15,3.47
Recruiter_10162,52,10,2.65,45,2.28,2.57
Recruiter_10163,45,6,1.78,51,2.54,3.1
Recruiter_10164,51,5,2.28,26,1.39,4.4
Recruiter_10165,67,9,18.35,97,0.89,4.98
Recruiter_10166,49,12,18.12,46,2.12,2.38
Recruiter_10167,55,15,2.05,94,0.55,2.03
